"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-03-17","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-03-18","9.7",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-03-19","3.0",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-03-20","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-03-21","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-03-22","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-03-23","6.1",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-03-24","4.3",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-03-25","5.6",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-03-26","1.3",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-03-27","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-03-28","0.5",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-03-29","1.3",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-03-30","1.5",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-03-31","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-01","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-02","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-03","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-04","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-05","15.5",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-06","8.1",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-07","1.5",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-08","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-09","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-10","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-11","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-12","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-13","4.3",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-14","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-15","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-16","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-17","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-18","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-19","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-20","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-21","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-22","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-23","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-24","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-25","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-26","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-27","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-28","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-29","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-04-30","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-01","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-02","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-03","0.0","T,,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-04","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-05","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-06","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-07","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-08","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-09","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-10","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-11","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-12","12.4",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-13","1.5",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-14","3.8",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-15","0.5",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-16","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-17","5.6",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-18","9.1",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-19","0.5",",,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-20","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-21","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-22","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-23","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-24","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-25","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-26","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-27","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-28","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-29","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-30","0.0","T,,N",,
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-05-31","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-01","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-02","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-03","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-04","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-05","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-06","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-07","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-08","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-09","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-10","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-11","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-12","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-13","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-14","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-15","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-16","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-17","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-18","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-19","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-20","0.0",",,N","0.0",",,N"
"US1CASN0155","ROSELAND 1.0 SSW, CA US","38.407864","-122.732497","34.1","2020-06-21","0.0",",,N","0.0",",,N"
